ID,prov,site,name,type,lat,lon,alt,alt_pres,info
221,甘肃,56084,迭部,一般站,3404,10314,2374.1999999999998,2375.4000000000001,
222,甘肃,56094,舟曲,一般站,3347,10422,1400,1401.2,
223,甘肃,56096,武都,基本站,3324,10455,1079.0999999999999,1080.3,
224,甘肃,56192,文县,一般站,3257,10440,1014.3,1015.5,
225,甘肃,57105,康县,一般站,3320,10536,1221.2,1222.4000000000001,
226,甘肃,57007,礼县,一般站,3411,10511,1404.5999999999999,1405.8,
227,甘肃,57102,成县,一般站,3345,10543,970,971.20000000000005,
228,甘肃,57110,徽县,一般站,3347,10605,930.79999999999995,932,
229,甘肃,57111,两当,一般站,3355,10618,961.39999999999998,962.60000000000002,
230,甘肃,56095,宕昌,一般站,3402,10423,1753.2,1754.4000000000001,
231,甘肃,57008,西和,一般站,3402,10518,1579,1580.2,
232,甘肃,57014,麦积,基本站,3434,10552,1085.2,1086.4000000000001,
233,甘肃,57004,武山,一般站,3444,10453,1495.4000000000001,1496.5999999999999,
234,甘肃,57001,甘谷,一般站,3445,10520,1271.9000000000001,1273.0999999999999,
235,甘肃,57002,秦安,一般站,3451,10539,1216.0999999999999,1217.3,
236,甘肃,57006,天水,一般站,3435,10545,1141.5999999999999,1142.8,
237,甘肃,57011,清水,一般站,3445,10609,1378.2,1379.4000000000001,
238,甘肃,57012,张家川,一般站,3459,10612,1664.5,1665.7,
239,甘肃,53915,崆峒,基本站,3533,10640,1346.5999999999999,1347.8,
240,甘肃,53917,庄浪,一般站,3513,10604,1631,1632.2,
241,甘肃,53924,灵台,一般站,3504,10737,966.60000000000002,967.79999999999995,
242,甘肃,53926,泾川,一般站,3521,10721,1028.8,1030,
243,甘肃,53906,静宁,一般站,3531,10543,1656.4000000000001,1657.5999999999999,
244,甘肃,53927,华亭,一般站,3512,10637,1477.5999999999999,1478.8,
245,甘肃,53928,崇信,一般站,3518,10701,1149.0999999999999,1150.3,
246,甘肃,52984,临夏,基本站,3535,10311,1917.2,1918.4000000000001,
247,甘肃,52980,永靖,一般站,3558,10318,1648,1649.2,
248,甘肃,52981,东乡,一般站,3541,10323,2421,2422.1999999999998,
249,甘肃,52982,广河,一般站,3529,10333,1953.2,1954.4000000000001,
250,甘肃,52985,和政,一般站,3525,10320,2162.8000000000002,2164,
251,甘肃,52988,康乐,一般站,3522,10343,2015.8,2001.8,
252,甘肃,52889,兰州,一般站,3603,10353,1517.2,1518.4000000000001,
253,广东,57988,乐昌,一般站,2507,11321,143.19999999999999,144,
254,广东,57989,仁化,一般站,2504,11346,112.7,113.5,
255,广东,57996,南雄,基准站,2505,11415,149.69999999999999,150.5,
256,广东,59071,连南,一般站,2444,11217,174.30000000000001,175.09999999999999,
257,广东,59072,连州,基本站,2449,11222,131.69999999999999,132.59999999999999,
258,广东,59074,连山,一般站,2434,11204,300.60000000000002,301.39999999999998,
259,广东,59075,阳山,一般站,2428,11238,70.5,71.299999999999997,
260,广东,59081,乳源,一般站,2447,11317,131.09999999999999,131.90000000000001,
261,广东,59082,韶关,基本站,2440,11336,121.3,122.3,
262,广东,59087,佛冈,基本站,2353,11331,97.200000000000003,98,
263,广东,59088,英德,基本站,2411,11325,74.400000000000006,75.200000000000003,
264,广东,59090,始兴,一般站,2458,11403,143.90000000000001,144.80000000000001,新址启用
265,广东,59094,翁源,一般站,2421,11407,184.09999999999999,184.90000000000001,
266,广东,59096,连平,基本站,2422,11429,215.19999999999999,216,
267,广东,59097,新丰,基本站,2403,11412,199.30000000000001,200.09999999999999,
268,广东,59099,和平,一般站,2427,11456,173.69999999999999,174.59999999999999,
269,广东,59106,平远,一般站,2435,11554,152.59999999999999,153.5,
270,广东,59107,龙川,基本站,2407,11517,179.59999999999999,180.40000000000001,
271,广东,59109,兴宁,一般站,2410,11543,123.59999999999999,124.5,
272,广东,59114,蕉岭,一般站,2439,11610,135.69999999999999,136.59999999999999,
273,广东,59116,大埔,基本站,2421,11642,80.099999999999994,81,
274,广东,59117,梅县,基本站,2417,11604,116,116.90000000000001,
275,广东,59264,封开,一般站,2324,11130,83.599999999999994,84.400000000000006,
276,广东,59268,郁南,一般站,2316,11133,70.599999999999994,71.400000000000006,
277,广东,59269,德庆,一般站,2310,11147,47.200000000000003,47.899999999999999,
278,广东,59270,怀集,一般站,2356,11211,84.799999999999997,85.599999999999994,
279,广东,59271,广宁,基本站,2338,11225,92.700000000000003,93.599999999999994,新址启用
280,广东,59276,四会,一般站,2321,11239,40.100000000000001,40.899999999999999,
281,广东,59278,高要,基本站,2259,11229,60,60.799999999999997,新址启用
282,广东,59279,三水,一般站,2312,11253,24,24.800000000000001,
283,广东,59280,清远,基本站,2343,11305,79.200000000000003,79.900000000000006,
284,广东,59284,花都,一般站,2325,11314,38.899999999999999,39.799999999999997,
285,广东,59285,从化,一般站,2334,11337,38.100000000000001,39,
286,广东,59287,广州,基本站,2313,11329,70.700000000000003,71.5,
287,广东,59288,南海,一般站,2309,11301,30.100000000000001,30.899999999999999,
288,广东,59289,东莞,基本站,2258,11344,56,56.799999999999997,
289,广东,59290,龙门,一般站,2347,11416,85.5,86.299999999999997,
290,广东,59293,河源,基本站,2348,11444,71.099999999999994,71.900000000000006,
291,广东,59294,增城,基准站,2320,11350,30.800000000000001,31.600000000000001,
292,广东,59297,博罗,一般站,2311,11415,50.200000000000003,51,新址启用
293,广东,59298,惠阳,基本站,2304,11422,108.5,109.3,
294,广东,59303,五华,基本站,2355,11545,135.90000000000001,136.80000000000001,
295,广东,59304,紫金,基本站,2338,11511,176.59999999999999,177.40000000000001,
296,广东,59306,揭西,基本站,2327,11551,80.900000000000006,81.700000000000003,
297,广东,59310,丰顺,基准站,2346,11610,45.299999999999997,46.200000000000003,
298,广东,59312,潮州,一般站,2340,11642,60.700000000000003,61.5,
299,广东,59313,饶平,一般站,2341,11659,44.700000000000003,45.5,
300,广东,59314,普宁,一般站,2318,11608,28.600000000000001,29.399999999999999,
301,广东,59315,揭阳,一般站,2335,11624,43.899999999999999,44.700000000000003,
302,广东,59316,汕头,基准站,2323,11641,2.2999999999999998,3.2999999999999998,
303,广东,59317,惠来,基本站,2259,11618,42,42.799999999999997,新址启用
304,广东,59318,潮阳,一般站,2315,11635,6.7000000000000002,7.5,
305,广东,59319,澄海,一般站,2326,11650,4.0999999999999996,4.9000000000000004,
306,广东,59324,南澳,基本站,2326,11702,8,8.8000000000000007,
307,广东,59456,信宜,基本站,2221,11056,141.40000000000001,142.19999999999999,
308,广东,59462,罗定,基本站,2243,11136,60,60.899999999999999,
309,广东,59469,阳春,一般站,2210,11147,37.700000000000003,38.600000000000001,
310,广东,59470,新兴,一般站,2242,11213,57.600000000000001,58.399999999999999,
311,广东,59471,云浮,一般站,2256,11203,101.40000000000001,102.2,
312,广东,59473,鹤山,一般站,2244,11259,47.299999999999997,48.100000000000001,
313,广东,59475,开平,一般站,2224,11239,29.300000000000001,30.100000000000001,
314,广东,59476,新会,一般站,2232,11302,36.299999999999997,37.100000000000001,
315,广东,59477,恩平,一般站,2216,11214,69.299999999999997,70.099999999999994,
316,广东,59478,台山,基本站,2215,11247,33.100000000000001,33.899999999999999,
317,广东,59480,顺德,一般站,2251,11315,21.399999999999999,22.399999999999999,
318,广东,59481,番禺,一般站,2256,11319,12.199999999999999,13.1,
319,广东,59485,中山,基本站,2231,11324,33.700000000000003,34.5,
320,广东,59487,斗门,一般站,2214,11318,23.100000000000001,24.300000000000001,
321,广东,59488,珠海,基本站,2217,11334,51.399999999999999,52.200000000000003,
322,广东,59492,惠东,一般站,2258,11444,47.799999999999997,48.600000000000001,
323,广东,59493,深圳,基本站,2232,11400,63,63.899999999999999,
324,广东,59500,海丰,一般站,2301,11519,45.600000000000001,46.399999999999999,新址启用
325,广东,59501,汕尾,基本站,2248,11522,17.300000000000001,18.199999999999999,
326,广东,59502,陆丰,一般站,2257,11539,5.7000000000000002,6.5,
327,广东,59650,遂溪,一般站,2124,11015,29.699999999999999,30.5,
328,广东,59653,高州,一般站,2155,11050,31.5,32.299999999999997,
329,广东,59654,廉江,一般站,2138,11018,29.300000000000001,30.100000000000001,
330,广东,59655,化州,一般站,2139,11037,31.899999999999999,32.700000000000003,
331,广东,59656,吴川,一般站,2124,11049,27.300000000000001,28.100000000000001,
332,广东,59658,湛江,基本站,2109,11018,53.399999999999999,54.200000000000003,
333,广东,59659,茂名,一般站,2145,11055,33.5,34.299999999999997,
334,广东,59663,阳江,基本站,2151,11159,90.299999999999997,91.099999999999994,
335,广东,59664,电白,基准站,2133,11059,31.800000000000001,32.700000000000003,
336,广东,59673,上川岛,基准站,2144,11246,21.899999999999999,22.699999999999999,
337,广东,59750,雷州,一般站,2058,11004,33.600000000000001,34.399999999999999,
338,广东,59754,徐闻,基本站,2020,11011,56.200000000000003,57,
339,广西,57859,资源,一般站,2602,11038,408.39999999999998,409.60000000000002,
340,广西,57927,天峨,一般站,2458,10711,287.30000000000001,288.5,
341,广西,57941,三江,一般站,2547,10936,197.30000000000001,198.5,
342,广西,57942,龙胜,一般站,2548,11000,268,269.19999999999999,
343,广西,57947,融安,基本站,2513,10924,121.3,122.5,
344,广西,57948,融水,一般站,2505,10915,122.7,123.90000000000001,
345,广西,57949,永福,一般站,2459,11000,156.80000000000001,158,
346,广西,57954,临桂,一般站,2514,11011,157.59999999999999,158.80000000000001,
347,广西,57955,兴安,一般站,2537,11040,224,225.19999999999999,
348,广西,57956,灵川,一般站,2525,11019,167.90000000000001,169.09999999999999,
349,广西,57957,桂林,基本站,2519,11018,164.40000000000001,165.59999999999999,
350,广西,57958,雁山,基准站,2505,11019,151.30000000000001,152.5,
351,广西,57960,全州,一般站,2556,11104,195.59999999999999,196.80000000000001,
352,广西,57964,灌阳,一般站,2530,11109,263.10000000000002,264.30000000000001,
353,广西,59001,隆林,一般站,2447,10520,672.20000000000005,673.39999999999998,
354,广西,59004,西林,一般站,2430,10506,725.89999999999998,727.10000000000002,
355,广西,59012,乐业,一般站,2447,10633,972.10000000000002,973.29999999999995,
356,广西,59015,凌云,一般站,2421,10634,437.89999999999998,439.10000000000002,
357,广西,59017,田林,一般站,2416,10616,278.19999999999999,279.39999999999998,
358,广西,59021,凤山,基本站,2433,10702,509.39999999999998,510.60000000000002,
359,广西,59022,南丹,一般站,2459,10733,749.5,750.70000000000005,
360,广西,59023,河池,基本站,2442,10802,260.19999999999999,261.39999999999998,
361,广西,59025,东兰,一般站,2432,10723,248.80000000000001,250,
362,广西,59027,巴马,基准站,2408,10715,254.90000000000001,256.10000000000002,
363,广西,59031,环江,一般站,2449,10816,342.30000000000001,343.5,
364,广西,59033,罗城,一般站,2447,10852,363,364.19999999999999,新址启用
365,广西,59034,宜州,一般站,2429,10840,150.69999999999999,151.90000000000001,
366,广西,59037,都安,基准站,2356,10806,170.80000000000001,172,
367,广西,59038,忻城,一般站,2404,10839,138.5,139.69999999999999,
368,广西,59041,柳城,一般站,2439,10915,108.3,109.5,
369,广西,59044,沙塘,一般站,2428,10923,97.5,98.700000000000003,
370,广西,59045,鹿寨,一般站,2429,10945,94.700000000000003,95.900000000000006,
371,广西,59046,柳州,基本站,2421,10924,96.799999999999997,98,
